phase.day RVres eRV
0.923300782699535 0.0806618649294555 0.49
0.924090782661388 -0.61573859616251 0.47
0.924870782547096 0.267652139118739 0.46
0.925650782432804 -0.258994061398786 0.45
0.926450782470802 -1.36533673781709 0.47
0.92723078235651 2.22794075540974 0.47
0.928010782707879 -0.228820110632176 0.45
0.928790782593587 -0.565619788394677 0.45
0.929590782631585 -0.502121741791066 0.49
0.930380782593438 -0.0988333355179754 0.48
0.647365989596551 -1.15742969278668 0.4
0.648155989558404 -1.76769245506218 0.4
0.648955989596402 -0.628131853589434 0.36
0.649765989244884 -1.30874976994614 0.39
0.650545989596253 -2.16902023041157 0.38
0.65136598932088 -0.0298659326704112 0.4
0.652145989206588 -1.03022887618081 0.42
0.652935989634102 -1.86077079999743 0.39
0.653725989595955 -1.08135922383714 0.4
0.654505989481663 -0.65185933456607 0.42
0.0153656209312558 -7.78362945745292e-05 0.38
0.0161756205797374 0.158837295908453 0.39
0.0169656205415905 -2.53222309400631 0.38
0.0177456208929598 -2.75327229799528 0.41
0.0185456209309578 -0.584350711988961 0.4
0.0193356208928108 -2.08541793870106 0.39
0.0201356209308088 -2.76650099640623 0.4
0.0209156208165169 -2.43755922658621 0.36
0.0217156208545148 -0.568646897608644 0.36
0.0225056208163679 -2.4797232645131 0.37
1.00757562075334 0.396564958696544 0.38
1.00840562055411 1.89499861774452 0.42
1.00925562050717 3.23359296858896 0.41
1.01009562084975 4.08204415470517 0.42
1.01094562080281 2.85055361317906 0.4
1.01178562067972 4.16892134747847 0.41
1.01262562055664 -2.12275206252166 0.37
1.01343562067078 -1.34476160825663 0.38
1.01426562093722 1.04338687599414 0.4
1.01509562073799 -1.99850417867037 0.36
0.372975251848132 2.40601074526129 0.43
0.37377525188613 -1.83512234465451 0.41
0.374585252000273 -0.716277726638129 0.4
0.375405252190561 -0.507455740932675 0.4
0.376235251991332 -0.418656733849457 0.39
0.37705525218162 -0.979851805800925 0.39
0.377885251982391 3.24892985649634 0.4
0.378755252087743 2.37764337207141 0.39
0.379575251812369 -1.02357805419568 0.41
0.380385251926512 -2.15479308363574 0.4
1.37293525200921 -0.825535004418513 0.42
1.37369525220829 -3.59337710383375 0.41
1.37448525217015 -2.55113851101519 0.41
1.375275252132 -1.43890447929092 0.38
1.37606525209385 -2.05667499545435 0.39
1.37684525197956 -2.00447818221882 0.4
1.37760525217864 -2.09234193677664 0.4
1.37839525214049 -1.9501257901388 0.41
1.3791752520262 -1.17794210770594 0.4
1.37993525222528 -2.04581862067965 0.38
